月度,达人分层,达人ID,月度视频条数,月度总GMV,参与激励方案类型,实际获得激励金额,是否当月退出,达人流失率,资金消耗率,GMV投产比
2026-03,尾部,KOL_284,165,845.64,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_285,127,616.64,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_289,153,394.39,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_291,177,570.67,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_293,184,613.02,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_294,142,553.27,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_295,168,631.69,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_296,176,351.23,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_297,148,467.96,未达标,0.0,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_298,163,640.9,纯条数激励,309.24,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_300,175,488.48,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_306,151,566.87,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,头部,KOL_307,343,59523.64,条数+GMV叠加,1006.26,False,0.0645,1.0702,56.72
2026-03,尾部,KOL_308,183,431.54,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_309,153,389.65,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_310,192,691.09,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,头部,KOL_311,340,52044.81,条数+GMV叠加,944.59,False,0.0645,1.0702,56.72
2026-03,腰部,KOL_312,180,5908.65,条数+GMV叠加,545.86,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_313,141,570.57,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_314,143,372.09,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_315,184,3989.07,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_316,163,540.33,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_317,158,475.13,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_318,195,5920.61,条数+GMV叠加,545.92,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_319,222,6991.23,条数+GMV叠加,551.44,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_320,223,3819.92,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_321,249,7528.09,条数+GMV叠加,554.2,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_322,176,388.18,未达标,0.0,True,0.0943,0.7113,2.64
2026-03,尾部,KOL_323,170,736.2,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_324,200,5345.81,条数+GMV叠加,542.96,True,0.1143,1.0285,11.54
2026-03,腰部,KOL_325,214,6243.68,条数+GMV叠加,547.58,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_326,130,478.73,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_327,137,632.01,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_328,135,458.94,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_329,227,6425.32,条数+GMV叠加,548.52,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_330,192,300.03,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_331,139,572.35,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_332,197,6303.45,条数+GMV叠加,547.89,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_333,254,6082.51,条数+GMV叠加,546.75,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_334,209,4059.39,纯条数激励,309.24,True,0.1143,1.0285,11.54
2026-03,尾部,KOL_335,146,639.19,纯条数激励,309.24,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_336,107,366.98,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,尾部,KOL_337,159,388.42,未达标,0.0,False,0.0943,0.7113,2.64
2026-03,腰部,KOL_338,172,2624.14,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,腰部,KOL_339,167,3276.5,纯条数激励,309.24,False,0.1143,1.0285,11.54
2026-03,尾部,KOL_340,121,349.28,未达标,0.0,False,0.0943,0.7113,2.64
